candidate_id,test_slug,question_code,response_kind,answer_value,answer_option_code,recipe_note,recipe_version
GD-001,ipip-neo-120-v1,N102,single_choice,,D,facet=ANXIETY;target_sum=9,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E102,single_choice,,A,facet=FRIENDLINESS;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O102,single_choice,,N,facet=IMAGINATION;target_sum=12,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A102,single_choice,,A,facet=TRUST;target_sum=14,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C102,single_choice,,A,facet=SELF_EFFICACY;target_sum=17,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N202,single_choice,,D,facet=ANGER;target_sum=7,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E202,single_choice,,N,facet=GREGARIOUSNESS;target_sum=11,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O202,single_choice,,D,facet=ARTISTIC_INTERESTS;target_sum=9,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A202,single_choice,,D,facet=MORALITY;target_sum=17,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C202,single_choice,,D,facet=ORDERLINESS;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N302,single_choice,,D,facet=DEPRESSION;target_sum=7,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E302,single_choice,,N,facet=ASSERTIVENESS;target_sum=13,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O302,single_choice,,N,facet=EMOTIONALITY;target_sum=12,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A302,single_choice,,A,facet=ALTRUISM;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C302,single_choice,,SA,facet=DUTIFULNESS;target_sum=18,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N402,single_choice,,N,facet=SELF_CONSCIOUSNESS;target_sum=10,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E402,single_choice,,A,facet=ACTIVITY_LEVEL;target_sum=15,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O402,single_choice,,D,facet=ADVENTUROUSNESS;target_sum=14,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A402,single_choice,,D,facet=COOPERATION;target_sum=17,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C402,single_choice,,A,facet=ACHIEVEMENT_STRIVING;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N502,single_choice,,A,facet=IMMODERATION;target_sum=8,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E502,single_choice,,D,facet=EXCITEMENT_SEEKING;target_sum=9,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O502,single_choice,,D,facet=INTELLECT;target_sum=15,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A502,single_choice,,N,facet=MODESTY;target_sum=13,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C502,single_choice,,A,facet=SELF_DISCIPLINE;target_sum=17,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N602,single_choice,,N,facet=VULNERABILITY;target_sum=10,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E602,single_choice,,A,facet=CHEERFULNESS;target_sum=15,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O602,single_choice,,N,facet=LIBERALISM;target_sum=12,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A602,single_choice,,A,facet=SYMPATHY;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C602,single_choice,,D,facet=CAUTIOUSNESS;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N103,single_choice,,D,facet=ANXIETY;target_sum=9,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E103,single_choice,,D,facet=FRIENDLINESS;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O103,single_choice,,N,facet=IMAGINATION;target_sum=12,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A103,single_choice,,N,facet=TRUST;target_sum=14,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C103,single_choice,,A,facet=SELF_EFFICACY;target_sum=17,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N203,single_choice,,D,facet=ANGER;target_sum=7,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E203,single_choice,,N,facet=GREGARIOUSNESS;target_sum=11,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O203,single_choice,,A,facet=ARTISTIC_INTERESTS;target_sum=9,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A203,single_choice,,D,facet=MORALITY;target_sum=17,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C203,single_choice,,D,facet=ORDERLINESS;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N303,single_choice,,D,facet=DEPRESSION;target_sum=7,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E303,single_choice,,N,facet=ASSERTIVENESS;target_sum=13,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O303,single_choice,,N,facet=EMOTIONALITY;target_sum=12,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A303,single_choice,,D,facet=ALTRUISM;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C303,single_choice,,D,facet=DUTIFULNESS;target_sum=18,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N403,single_choice,,D,facet=SELF_CONSCIOUSNESS;target_sum=10,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E403,single_choice,,A,facet=ACTIVITY_LEVEL;target_sum=15,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O403,single_choice,,N,facet=ADVENTUROUSNESS;target_sum=14,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A403,single_choice,,D,facet=COOPERATION;target_sum=17,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C403,single_choice,,D,facet=ACHIEVEMENT_STRIVING;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N503,single_choice,,A,facet=IMMODERATION;target_sum=8,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E503,single_choice,,D,facet=EXCITEMENT_SEEKING;target_sum=9,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O503,single_choice,,D,facet=INTELLECT;target_sum=15,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A503,single_choice,,N,facet=MODESTY;target_sum=13,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C503,single_choice,,D,facet=SELF_DISCIPLINE;target_sum=17,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N603,single_choice,,D,facet=VULNERABILITY;target_sum=10,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E603,single_choice,,A,facet=CHEERFULNESS;target_sum=15,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O603,single_choice,,N,facet=LIBERALISM;target_sum=12,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A603,single_choice,,D,facet=SYMPATHY;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C603,single_choice,,D,facet=CAUTIOUSNESS;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N104,single_choice,,D,facet=ANXIETY;target_sum=9,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E104,single_choice,,D,facet=FRIENDLINESS;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O104,single_choice,,N,facet=IMAGINATION;target_sum=12,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A104,single_choice,,N,facet=TRUST;target_sum=14,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C104,single_choice,,A,facet=SELF_EFFICACY;target_sum=17,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N204,single_choice,,SA,facet=ANGER;target_sum=7,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E204,single_choice,,A,facet=GREGARIOUSNESS;target_sum=11,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O204,single_choice,,A,facet=ARTISTIC_INTERESTS;target_sum=9,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A204,single_choice,,D,facet=MORALITY;target_sum=17,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C204,single_choice,,D,facet=ORDERLINESS;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N304,single_choice,,SA,facet=DEPRESSION;target_sum=7,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E304,single_choice,,N,facet=ASSERTIVENESS;target_sum=13,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O304,single_choice,,N,facet=EMOTIONALITY;target_sum=12,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A304,single_choice,,D,facet=ALTRUISM;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C304,single_choice,,D,facet=DUTIFULNESS;target_sum=18,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N404,single_choice,,A,facet=SELF_CONSCIOUSNESS;target_sum=10,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E404,single_choice,,N,facet=ACTIVITY_LEVEL;target_sum=15,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O404,single_choice,,N,facet=ADVENTUROUSNESS;target_sum=14,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A404,single_choice,,D,facet=COOPERATION;target_sum=17,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C404,single_choice,,D,facet=ACHIEVEMENT_STRIVING;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N504,single_choice,,A,facet=IMMODERATION;target_sum=8,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E504,single_choice,,D,facet=EXCITEMENT_SEEKING;target_sum=9,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O504,single_choice,,N,facet=INTELLECT;target_sum=15,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A504,single_choice,,N,facet=MODESTY;target_sum=13,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C504,single_choice,,D,facet=SELF_DISCIPLINE;target_sum=17,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,N604,single_choice,,A,facet=VULNERABILITY;target_sum=10,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,E604,single_choice,,N,facet=CHEERFULNESS;target_sum=15,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,O604,single_choice,,N,facet=LIBERALISM;target_sum=12,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,A604,single_choice,,D,facet=SYMPATHY;target_sum=16,gd_001_answer_recipe_v1
GD-001,ipip-neo-120-v1,C604,single_choice,,D,facet=CAUTIOUSNESS;target_sum=16,gd_001_answer_recipe_v1
GD-002,ipip-neo-120-v1,N101,single_choice,,D,profile=gd_002_authored;facet=ANXIETY;target_sum=11;scored_pattern=2-3-3-3,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,E101,single_choice,,SA,profile=gd_002_authored;facet=FRIENDLINESS;target_sum=19;scored_pattern=5-5-4-5,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,O101,single_choice,,N,profile=gd_002_authored;facet=IMAGINATION;target_sum=13;scored_pattern=3-3-3-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,A101,single_choice,,N,profile=gd_002_authored;facet=TRUST;target_sum=13;scored_pattern=3-4-3-3,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,C101,single_choice,,N,profile=gd_002_authored;facet=SELF_EFFICACY;target_sum=16;scored_pattern=3-4-4-5,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,N201,single_choice,,SD,profile=gd_002_authored;facet=ANGER;target_sum=6;scored_pattern=1-2-2-1,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,E201,single_choice,,A,profile=gd_002_authored;facet=GREGARIOUSNESS;target_sum=14;scored_pattern=4-3-3-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,O201,single_choice,,N,profile=gd_002_authored;facet=ARTISTIC_INTERESTS;target_sum=11;scored_pattern=3-3-3-2,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,A201,single_choice,,SD,profile=gd_002_authored;facet=MORALITY;target_sum=16;scored_pattern=5-3-4-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,C201,single_choice,,A,profile=gd_002_authored;facet=ORDERLINESS;target_sum=17;scored_pattern=4-4-5-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,N301,single_choice,,D,profile=gd_002_authored;facet=DEPRESSION;target_sum=8;scored_pattern=2-3-1-2,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,E301,single_choice,,A,profile=gd_002_authored;facet=ASSERTIVENESS;target_sum=18;scored_pattern=4-4-5-5,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,O301,single_choice,,N,profile=gd_002_authored;facet=EMOTIONALITY;target_sum=13;scored_pattern=3-4-3-3,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,A301,single_choice,,N,profile=gd_002_authored;facet=ALTRUISM;target_sum=16;scored_pattern=3-4-4-5,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,C301,single_choice,,A,profile=gd_002_authored;facet=DUTIFULNESS;target_sum=17;scored_pattern=4-5-4-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,N401,single_choice,,A,profile=gd_002_authored;facet=SELF_CONSCIOUSNESS;target_sum=15;scored_pattern=4-3-4-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,E401,single_choice,,A,profile=gd_002_authored;facet=ACTIVITY_LEVEL;target_sum=17;scored_pattern=4-4-5-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,O401,single_choice,,A,profile=gd_002_authored;facet=ADVENTUROUSNESS;target_sum=13;scored_pattern=4-3-3-3,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,A401,single_choice,,D,profile=gd_002_authored;facet=COOPERATION;target_sum=17;scored_pattern=4-4-5-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,C401,single_choice,,SA,profile=gd_002_authored;facet=ACHIEVEMENT_STRIVING;target_sum=16;scored_pattern=5-3-4-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,N501,single_choice,,SD,profile=gd_002_authored;facet=IMMODERATION;target_sum=7;scored_pattern=1-2-2-2,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,E501,single_choice,,D,profile=gd_002_authored;facet=EXCITEMENT_SEEKING;target_sum=7;scored_pattern=2-2-1-2,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,O501,single_choice,,N,profile=gd_002_authored;facet=INTELLECT;target_sum=16;scored_pattern=3-4-4-5,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,A501,single_choice,,N,profile=gd_002_authored;facet=MODESTY;target_sum=12;scored_pattern=3-4-2-3,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,C501,single_choice,,A,profile=gd_002_authored;facet=SELF_DISCIPLINE;target_sum=17;scored_pattern=4-4-4-5,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,N601,single_choice,,N,profile=gd_002_authored;facet=VULNERABILITY;target_sum=11;scored_pattern=3-3-3-2,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,E601,single_choice,,A,profile=gd_002_authored;facet=CHEERFULNESS;target_sum=14;scored_pattern=4-3-3-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,O601,single_choice,,N,profile=gd_002_authored;facet=LIBERALISM;target_sum=13;scored_pattern=3-3-4-3,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,A601,single_choice,,SA,profile=gd_002_authored;facet=SYMPATHY;target_sum=16;scored_pattern=5-3-4-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,C601,single_choice,,D,profile=gd_002_authored;facet=CAUTIOUSNESS;target_sum=17;scored_pattern=4-4-5-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,N102,single_choice,,N,profile=gd_002_authored;facet=ANXIETY;target_sum=11;scored_pattern=2-3-3-3,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,E102,single_choice,,SA,profile=gd_002_authored;facet=FRIENDLINESS;target_sum=19;scored_pattern=5-5-4-5,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,O102,single_choice,,N,profile=gd_002_authored;facet=IMAGINATION;target_sum=13;scored_pattern=3-3-3-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,A102,single_choice,,A,profile=gd_002_authored;facet=TRUST;target_sum=13;scored_pattern=3-4-3-3,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,C102,single_choice,,A,profile=gd_002_authored;facet=SELF_EFFICACY;target_sum=16;scored_pattern=3-4-4-5,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,N202,single_choice,,D,profile=gd_002_authored;facet=ANGER;target_sum=6;scored_pattern=1-2-2-1,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,E202,single_choice,,N,profile=gd_002_authored;facet=GREGARIOUSNESS;target_sum=14;scored_pattern=4-3-3-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,O202,single_choice,,N,profile=gd_002_authored;facet=ARTISTIC_INTERESTS;target_sum=11;scored_pattern=3-3-3-2,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,A202,single_choice,,N,profile=gd_002_authored;facet=MORALITY;target_sum=16;scored_pattern=5-3-4-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,C202,single_choice,,D,profile=gd_002_authored;facet=ORDERLINESS;target_sum=17;scored_pattern=4-4-5-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,N302,single_choice,,N,profile=gd_002_authored;facet=DEPRESSION;target_sum=8;scored_pattern=2-3-1-2,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,E302,single_choice,,A,profile=gd_002_authored;facet=ASSERTIVENESS;target_sum=18;scored_pattern=4-4-5-5,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,O302,single_choice,,A,profile=gd_002_authored;facet=EMOTIONALITY;target_sum=13;scored_pattern=3-4-3-3,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,A302,single_choice,,A,profile=gd_002_authored;facet=ALTRUISM;target_sum=16;scored_pattern=3-4-4-5,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,C302,single_choice,,SA,profile=gd_002_authored;facet=DUTIFULNESS;target_sum=17;scored_pattern=4-5-4-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,N402,single_choice,,N,profile=gd_002_authored;facet=SELF_CONSCIOUSNESS;target_sum=15;scored_pattern=4-3-4-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,E402,single_choice,,A,profile=gd_002_authored;facet=ACTIVITY_LEVEL;target_sum=17;scored_pattern=4-4-5-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,O402,single_choice,,N,profile=gd_002_authored;facet=ADVENTUROUSNESS;target_sum=13;scored_pattern=4-3-3-3,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,A402,single_choice,,D,profile=gd_002_authored;facet=COOPERATION;target_sum=17;scored_pattern=4-4-5-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,C402,single_choice,,N,profile=gd_002_authored;facet=ACHIEVEMENT_STRIVING;target_sum=16;scored_pattern=5-3-4-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,N502,single_choice,,A,profile=gd_002_authored;facet=IMMODERATION;target_sum=7;scored_pattern=1-2-2-2,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,E502,single_choice,,D,profile=gd_002_authored;facet=EXCITEMENT_SEEKING;target_sum=7;scored_pattern=2-2-1-2,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,O502,single_choice,,D,profile=gd_002_authored;facet=INTELLECT;target_sum=16;scored_pattern=3-4-4-5,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,A502,single_choice,,D,profile=gd_002_authored;facet=MODESTY;target_sum=12;scored_pattern=3-4-2-3,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,C502,single_choice,,A,profile=gd_002_authored;facet=SELF_DISCIPLINE;target_sum=17;scored_pattern=4-4-4-5,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,N602,single_choice,,N,profile=gd_002_authored;facet=VULNERABILITY;target_sum=11;scored_pattern=3-3-3-2,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,E602,single_choice,,N,profile=gd_002_authored;facet=CHEERFULNESS;target_sum=14;scored_pattern=4-3-3-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,O602,single_choice,,N,profile=gd_002_authored;facet=LIBERALISM;target_sum=13;scored_pattern=3-3-4-3,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,A602,single_choice,,N,profile=gd_002_authored;facet=SYMPATHY;target_sum=16;scored_pattern=5-3-4-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,C602,single_choice,,D,profile=gd_002_authored;facet=CAUTIOUSNESS;target_sum=17;scored_pattern=4-4-5-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,N103,single_choice,,N,profile=gd_002_authored;facet=ANXIETY;target_sum=11;scored_pattern=2-3-3-3,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,E103,single_choice,,D,profile=gd_002_authored;facet=FRIENDLINESS;target_sum=19;scored_pattern=5-5-4-5,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,O103,single_choice,,N,profile=gd_002_authored;facet=IMAGINATION;target_sum=13;scored_pattern=3-3-3-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,A103,single_choice,,N,profile=gd_002_authored;facet=TRUST;target_sum=13;scored_pattern=3-4-3-3,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,C103,single_choice,,A,profile=gd_002_authored;facet=SELF_EFFICACY;target_sum=16;scored_pattern=3-4-4-5,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,N203,single_choice,,D,profile=gd_002_authored;facet=ANGER;target_sum=6;scored_pattern=1-2-2-1,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,E203,single_choice,,N,profile=gd_002_authored;facet=GREGARIOUSNESS;target_sum=14;scored_pattern=4-3-3-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,O203,single_choice,,N,profile=gd_002_authored;facet=ARTISTIC_INTERESTS;target_sum=11;scored_pattern=3-3-3-2,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,A203,single_choice,,D,profile=gd_002_authored;facet=MORALITY;target_sum=16;scored_pattern=5-3-4-4,gd_002_ipip_authoring_v1
GD-002,ipip-neo-120-v1,C203,single_choice,,SD,profile=gd_002_authored;facet=ORDERLINESS;target_sum=17;scored_pattern=4-4-5-4,gd_002_ipip_authoring_v1
